mu,global_median_wasserstein_distance,global_median_r_hat,global_median_ess,global_median_runtime,global_median_mmd_rff,global_q25_wasserstein_distance,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q25_mmd_rff,global_q75_wasserstein_distance,global_q75_r_hat,global_q75_ess,global_q75_runtime,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_dist_glass_delta,mmd_rff_glass_delta
"(-20, 0, 0, 0, 0)",2.5993263909634914,1.9860457202318262,5.490297733464522,5.811641812324524,0.28033028049887343,1.6391397123049676,1.7288333141521326,5.123916624747338,5.571702480316162,0.1784094112584905,3.355543610570881,2.215623166066656,6.2260027102454085,6.270972192287445,0.37106929620194967,2.5461428701453293,0.12731390368138348,0.049094067870802956,0.2890259990344098,0.012061821906179914,0.0057441484665784635,49.26927165272574,48.216751140696964
