means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",HMC,4.278513081604568,1.7432556072591883,6.237944207302228,12
"(5, -5)",HMC,3.6884699875197597,1.7316109733149008,6.2934408061130656,10
