mm,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
5,-3.9441155980834273,0.0008705189765759372,-0.8819310588431782
8,-0.5426505845031757,0.5936793178904962,-0.12134035949790947
10,-0.44438514888805886,0.661784460013801,-0.09936754011050647
12,0.49564331345796275,0.6258302149427413,0.1108292141485241
15,2.5161460328193925,0.021012154223993607,0.5626273570700578
18,-0.07796902758482721,0.9386679521885832,-0.01743440458192299
