mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
5,0.010109585761008715,0.9920392522330578,0.002260572098597943
8,-5.478871386159728,2.7594152488292454e-05,-1.2251128859431653
10,-2.2803194311005917,0.03430662396743979,-0.509894925835457
12,-6.499957850049379,3.1571202323025004e-06,-1.4534347603593796
15,-3.2890018763335194,0.003859780056362279,-0.7354431773606106
18,-5.402666278560036,3.2603095900292156e-05,-1.2080729058606055
