mu,sampler,wasserstein_distance,reference_swd,relative_swd,swd_zscore,r_hat,ess,runtime
"(10, -10)",Metro,6.376092716274904,0.13992153519536885,6.236171181079535,121.65448734296847,1.0052766395548782,1002.0768551515978,6.492095708847046
"(20, 20)",Metro,9.054092908801405,0.24981443853320914,8.804278470268196,62.339802153270064,1.0048286940278977,682.7021487668665,6.153815507888794
"(5, 5)",Metro,4.193801976593309,0.10629958117424723,4.087502395419062,80.43058158087885,1.1057444624021135,34.290219910198395,5.025804042816162
"(50, -50)",Metro,21.07576858595123,0.38103387728036703,20.694734708670865,76.19995345855216,1.0090056641117877,1011.0182494706025,5.633187294006348
