dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2,-3.958137855544327,0.0008430774280757017,-0.8850665309312358
5,-8.47068084118426,7.096411896112939e-08,-1.8941018176593105
10,-18.943584465775526,8.520944007908073e-14,-4.235914260298311
15,-19.054215853482084,7.66879344450611e-14,-4.260652190634011
30,-14.320092711689929,1.2410810868577616e-11,-3.202070074743798
