mu,global_avg_wasserstein_distance,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
5,0.049229864865659945,1.0086481541659267,2267.5600829859936,4.734769515991211,0.0267779470247444,0.002361003022300552,212.86949476311432,0.13395144881018414
6,0.06187653236954988,1.0143603594641457,1465.9742018150305,4.765639786720276,0.03563179904384343,0.003932786275215446,211.6462453329937,0.13275188453431333
7,0.10398524987177417,1.0262420172086602,781.93233840959,4.7425852346420285,0.06940194234920283,0.0063348606921765456,186.86705184428254,0.14001289701005293
8,0.16351083340904005,1.0510181836890373,372.2706430953378,4.765599737167358,0.10858345887020947,0.01844256932150541,182.31580210196122,0.1453428095977627
9,0.3121401932826329,1.1194020908133675,138.26368691889803,4.765386462211609,0.21690575767703543,0.05102547620398598,73.76358566030902,0.13611334378284085
10,1.1600024009220258,1.2967514151047128,57.892976233332575,4.768262801170349,0.6591765699804257,0.09232668509790688,26.31091104641628,0.12529739050775124
11,2.667924936085966,1.4944754699615894,37.98750458362039,4.764405465126037,1.0376116506574067,0.0854931122273337,5.336639903693365,0.13804274095654148
12,4.424303123572594,1.6161133729691795,33.231838500305294,4.753607902526856,1.1390969323717408,0.05388042288429682,1.5852628583466863,0.13390632043179868
13,5.181304320799163,1.6315030300663003,32.81986983679704,4.750135312080383,1.4100617733158023,0.05133118841965087,1.516302999790524,0.1327303573690258
14,5.103769383197614,1.6431459809206934,32.576588415612854,4.761968398094178,1.3604883043927272,0.04719892888006653,1.5495158897668826,0.12708794642155852
15,5.477067647828701,1.6185303452391957,33.820086369099236,4.7545192527771,2.0455950079837857,0.09356107645227607,4.920022491708061,0.12289890511189627
16,6.610868071718703,1.640838228344947,32.62023440903645,4.746281790733337,1.7096923547136624,0.04454500951777051,1.2627721271168113,0.13813571179234185
17,6.820973646358276,1.647400538069503,32.420707027799374,4.7731849431991575,1.6674522894110737,0.03615382270947601,0.9787447569326897,0.13451660590577985
18,7.267222027462623,1.646513694339715,32.452516566809216,4.748395590782166,1.7855743631260974,0.03269253225574868,0.8729876919375256,0.14132280895362373
19,7.663131491447803,1.6453340892977608,32.452239933701435,4.780058040618896,1.9281595645549638,0.03729042741078591,0.9972039224635092,0.1315999404480544
20,8.355703656681646,1.648804098427292,32.39014675011594,4.789904232025147,1.882708674853817,0.03551385426813848,1.0136065363235474,0.13478249210324597
