nu,ws_t_stat,ws_p_value,ws_paired_cohens_d
2.1,-125.25953932236051,2.436259246998584e-08,-56.0177689510212
3.0,-188.09846900332604,4.792127673443884e-09,-84.12019263101483
4.0,-80.28463897704685,1.4426878051750447e-07,-35.904382060341185
10.0,-32.00387505803396,5.682239151090258e-06,-14.312568034634793
50.0,-46.769168620299915,1.2502306960379355e-06,-20.91580805722813
