nu,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2.1,0.2807196323568275,0.7928467671682579,0.12554163611372315
3.0,-1.036057576051224,0.35869824739883177,-0.463339033730839
4.0,-1.5701817687228585,0.19146129377830398,-0.702206634379033
10.0,-0.6859769775673528,0.5304215368178526,-0.3067782305680898
50.0,-2.7617624258709603,0.05075777017786005,-1.235097704390438
