nu,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2.1,1.4229214088368174,0.22784179287525547,0.6363497993597786
3.0,-1.394105784308856,0.23573753811575288,-0.6234630603080523
4.0,-2.715028488646606,0.0532596858119511,-1.2141976522924653
10.0,-0.3089192252908385,0.7728043934754497,-0.13815287746137742
50.0,-3.8032233693693334,0.019050769399866864,-1.700853197505124
