dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,0.6040471923349757,0.5554748274280585,0.15596431441578062
3,-7.467702617792701,3.0236575359927202e-06,-1.928152524876044
5,-17.67113329016542,5.718830340495749e-11,-4.56266699609481
8,-38.11690389751314,1.5172061922245808e-15,-9.841742266937132
15,-63.64654522629851,1.205987653196478e-18,-16.43346731367275
30,-69.73074996803321,3.3720077544323053e-19,-18.004402222983064
