dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2,0.02082525882348632,0.9836789485870219,0.005377058706921439
3,-10.221833754102299,7.113589219287564e-08,-2.6392661264892694
5,-58.93973904427492,3.522456874121171e-18,-15.218175183219188
8,-59.00323414999706,3.469954440569926e-18,-15.234569549021023
15,-23.183043225172895,1.4399279852800952e-12,-5.985836021700087
30,-10.565078131061659,4.7086971709523776e-08,-2.7278914435321324
