a,sampler,wasserstein_distance,r_hat,ess,runtime
1,Metro,0.1466873290065147,1.0044014909024301,3311.0615809276997,6.079739093780518
2,Metro,0.10764163916259002,1.0058937301023865,3490.769240690668,6.055552244186401
3,Metro,0.18391708320501754,1.008356270118476,2754.660841932413,6.075099945068359
5,Metro,0.18264694697154227,1.0087544230061591,2426.5985277465634,6.06124210357666
