a,sampler,wasserstein_distance,r_hat,ess,runtime
1,DEMetro,0.20209832092782865,1.0048990342814172,3965.2560939474765,8.831851959228516
2,DEMetro,0.086715883253547,1.005263991437062,4327.924365273757,8.985361576080322
3,DEMetro,0.19025476489787083,1.0062490796261307,3954.254023155499,9.165035724639893
5,DEMetro,0.23403317470443685,1.00873957497573,2661.3765583409413,9.408374309539795
