a,global_avg_wasserstein_distance,global_avg_mmd_rff,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_mmd_rff_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std,ws_dist_glass_delta,mmd_rff_glass_delta
1,0.2781517009775637,0.022901256880914808,5.576824737632235,1.0132089012747212,617.9210931382324,1.7983425617218018,0.19957031389247257,0.0072063614602091534,7.045479569856157,0.006508493720194203,200.04794342756932,0.13283041310726357,5.576824737632235,1.9394778936909065
2,0.23346132882271645,0.022532416201953294,2.886661736643343,1.0131397747876272,607.0259517573317,1.8746607184410096,0.1407411927160599,0.007974208932782278,3.3818780045755252,0.007181518074537226,188.0189219277249,0.14318875094777517,2.886661736643341,2.649222135250755
3,0.33221781853441623,0.023089720318910677,1.2446357631329696,1.015204042946036,539.9525279561897,1.869014036655426,0.15490954501825646,0.0059673981617392345,1.3191076122030996,0.011393748590940953,223.98602612579336,0.12188244978176455,1.2446357631329694,2.1787428075148743
5,0.8591861428003547,0.03108540462062792,5.265616757906433,1.0211003713627615,448.6746649626131,1.8345674514770507,0.8332852387150483,0.008789870554913079,6.711768226653463,0.02123702500188529,212.04354813981183,0.1264214021933397,5.2656167579064315,3.302265277908126
