mu,global_avg_wasserstein_distance,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
5,0.0510731324282645,1.0084312472824182,2475.101993549598,6.931467909812927,0.023620900577336814,0.0018739235977761487,176.72483603066019,0.26369379942817534
6,0.06430945941115841,1.012350443967375,1848.9250235520667,6.904626822471618,0.03697738294117699,0.0024573475701922098,200.5099482540033,0.24759786098153666
7,0.09139649318966626,1.0186116516043824,1255.6758064023086,6.932670793533325,0.047590160685076606,0.004306685267933846,193.64985350006296,0.27247546110606174
8,0.10857993380994609,1.0290893451135479,777.664600973269,6.917372970581055,0.06851219914923948,0.007113976634062547,203.9137404944789,0.24264699582916202
9,0.1695042094453923,1.051591541161632,369.3825547269475,6.938305397033691,0.14136455574498383,0.017018333378767164,166.94233183086467,0.2692762254831099
10,0.2553170684768265,1.0830036773681158,203.33498074495387,6.958602366447448,0.16865212302421134,0.023465071117769815,102.82994323351296,0.26462691185956627
11,0.4263092412084144,1.115649945813524,308.3605136786554,6.886528644561768,0.2871324572706377,0.045550536192211756,866.218994406833,0.24341547458689258
12,0.4549922152464672,1.178296703035791,83.670133704256,6.95162745475769,0.30459210420822563,0.04877704217917857,20.804585520849084,0.28440578624553847
13,0.6695749697066585,1.249897783829665,61.53673204512282,6.904469785690307,0.4894048607837214,0.05609692580182254,12.340242932018516,0.2321214375689095
14,1.3867365276016235,1.3406889685234535,49.26383714223174,6.895999813079834,0.7183951364756939,0.07170935962508984,9.48611344352461,0.21101985369907045
15,2.481502183239311,1.443363215241833,40.87949445699335,6.938174991607666,1.022817967786451,0.08053604313244796,5.093853848923549,0.21549651689288404
16,3.914685984665411,1.5519978990562087,35.56314483005799,6.893747038841248,0.9528886810313468,0.06501153367965926,2.430386424008711,0.2745104740734045
17,5.504471063074736,1.6354356590100838,32.89185590430918,6.939703955650329,0.7870549229779633,0.04341471810425935,1.1687536357828945,0.27402429468238204
18,6.772037217234897,1.6698701513446614,32.037700679897725,6.950392699241638,0.6217949400866037,0.02318050521691902,0.5356552224004623,0.3348909327387826
19,7.3911980658099505,1.6803293027607926,31.794407440987946,6.910267391204834,0.44795314497922856,0.015318523772636936,0.410617390331735,0.18122967107920973
20,7.867242177957918,1.6834634851153156,31.69608539933646,6.936046309471131,0.3182242113157118,0.010358542843660857,0.23661111548577501,0.271230102346305
