mu,global_median_wasserstein_distance,global_median_r_hat,global_median_ess,global_median_runtime,global_median_mmd,global_median_mmd_rff,global_q25_wasserstein_distance,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q25_mmd,global_q25_mmd_rff,global_q75_wasserstein_distance,global_q75_r_hat,global_q75_ess,global_q75_runtime,global_q75_mmd,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_mcmc_mean,mmd_iid_mean,mmd_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_dist_glass_delta,mmd_glass_delta,mmd_rff_glass_delta
"(4, 0)",0.2542284596150587,,,1.313406229019165,0.08639811945022637,0.08893515444793268,0.16217901168154944,,,1.311710238456726,0.05139563595357624,0.0504290557885158,0.3696007427147567,,,1.3243163228034973,0.12430679624285482,0.12817810760503673,0.28741213461342513,0.044384368907012944,0.016816152731942566,0.09410595354743272,0.012960598421581296,0.006653447229713257,0.09574080391665478,0.012957509134567604,0.006727970346776439,14.452043198012637,12.195986880826066,12.304348936637481
"(6, 0)",1.9381621051271836,,,1.3176038265228271,0.59496859568089,0.5945689002579349,1.8601862670648193,,,1.3139169812202454,0.5872606388732183,0.5818297851823757,2.0260833032368257,,,1.3247532844543457,0.6008125579871141,0.6002698377379656,1.8207683568870872,0.04970787128982268,0.021887439062578704,0.5537518404564105,0.0110518470654148,0.005843286939864528,0.5536004631724384,0.010995604853814995,0.005836609104024312,80.91675232235251,92.8758075679196,92.96576978994534
"(15, 0)",4.696945727477695,,,1.3244233131408691,0.6236831535940963,0.6415492222684088,4.614464935550499,,,1.3104378581047058,0.6207592246448208,0.612318257662303,4.8854924782461575,,,1.3336907625198364,0.6322015166906458,0.647487769083454,4.691121388663379,0.09134743455881605,0.0307541152601521,0.6269662745192736,0.009376530125440168,0.003963793121602039,0.6314139839294928,0.009556348528143722,0.0038305386220713004,149.56612847401462,155.8077642922553,162.34208730287907
