dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,-2.020459353359535,0.05765965636603839,-0.45178844598871887
5,-4.71451478296491,0.0001508984516893746,-1.0541975535637207
10,-9.516527704501595,1.162158012296385e-08,-2.1279602857025597
15,-14.123640976176484,1.5792764285018994e-11,-3.1581421312532103
30,-18.41495664583457,1.4208009372680107e-13,-4.117709486279762
