mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
5,5.85003222250958,2.4053330132915575e-06,1.068064870133526
8,7.243446869002682,5.631120612525242e-08,1.3224664147476457
10,7.197411103524634,6.354637236343957e-08,1.3140614723461974
12,17.405025965912486,6.839449646219264e-17,3.17770844516447
15,67.53153009896396,1.894296562107799e-33,12.32951412601388
18,64.19775401377903,8.146330144142774e-33,11.720852671504865
