mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
5,5.1798860855916535,1.5385000224127302e-05,0.9457134847952281
8,7.119376662329769,7.804004475602784e-08,1.2998143977779515
10,7.244570870917062,5.614543251312257e-08,1.3226716284820408
12,17.73606789418786,4.1442794135578506e-17,3.238148155696613
15,258.51759552138765,2.552183423144512e-50,47.1986395263535
18,213.56138667324043,6.482401374991424e-48,38.99079629767232
