nu,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2.1,-6.596181180607289,0.002736550038040278,-2.949901902348543
3.0,-11.403448734841724,0.00033733640320871857,-5.0997773098080135
4.0,-11.72861867856821,0.00030227633020372876,-5.245197729490455
10.0,-16.59239140668774,7.728073578202213e-05,-7.420343018927428
50.0,-5.777076427219886,0.004458518013251681,-2.5835871204950562
