nu,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2.1,-13.522083955928295,0.00017310349319569324,-6.047259784582987
3.0,-25.967808642343602,1.3065576885360316e-05,-11.613157070197364
4.0,-11.934271723304805,0.00028242809423960146,-5.337168567052621
10.0,-5.909431530297327,0.004104833482658321,-2.642778122025086
50.0,-5.098658539467743,0.006989132389771309,-2.2801894176619335
