nu,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2.1,-22.11014091212707,2.4767703390945382e-05,-9.887955614323065
3.0,-34.7796968762395,4.078104218190222e-06,-15.55395329042172
4.0,-23.46863423272286,1.954165944065766e-05,-10.495492296689386
10.0,-19.590442904698612,4.003756001700524e-05,-8.761112408846905
50.0,-6.305336349167108,0.003234369363118131,-2.8198321395476005
