nu,sampler,wasserstein_distance,r_hat,ess,runtime
1,DEMetro,3.940886855264503,1.0136403783188856,858.3130040846039,2.4187240600585938
2,DEMetro,0.1225147474087119,1.0143616572245275,835.8811212815946,2.2757081985473633
3,DEMetro,0.12157050784135151,1.0061789138102382,1649.9194272031718,2.2915637493133545
5,DEMetro,0.034070049773200904,1.0054832962833162,1742.0001980981763,2.3054275512695312
30,DEMetro,0.07169978950589198,1.004308178094218,2010.5865226050216,2.305236577987671
