correlation,ws_t_stat,ws_p_value,ws_paired_cohens_d
0.0,-4.653557236680785,0.0003725614803074185,-1.2015433118858458
0.3,-2.8200566864799987,0.013631209110648924,-0.7281355054731937
0.5,-5.744515881576894,5.072858627908431e-05,-1.4832276227580885
0.9,-3.0644500398126118,0.008405256366152114,-0.79123759796526
0.99,-1.5120460601202712,0.15276354752759974,-0.39040861396962323
