dimension_corr,global_median_wasserstein_distance,global_median_mmd_rff,global_median_r_hat,global_median_ess,global_median_runtime,global_q25_wasserstein_distance,global_q25_mmd_rff,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q75_wasserstein_distance,global_q75_mmd_rff,global_q75_r_hat,global_q75_ess,global_q75_runtime,ws_dist_glass_delta,mmd_rff_glass_delta
2,0.027198642304942202,0.018534397230588466,1.0001021493428728,3928.7167176454395,2.5900051593780518,0.020394175058615873,0.01369750051422253,0.9998949588002594,3788.0722267281035,2.507410764694214,0.04148749587143518,0.024208325566907683,1.0002964979765423,4023.358631628205,2.601128876209259,0.7832441164518705,0.9673143250485888
5,0.022195104292383024,0.01562515074091985,1.0007022014470937,3961.527909964508,3.792243003845215,0.015352665265344708,0.012962659249659551,1.000300193615593,3858.9914259474,3.6561794877052307,0.024849262213979807,0.017941471135061168,1.0009031071417014,4014.9477685568218,4.030871331691742,-0.6082962190552516,-1.559035106813362
10,0.02708399777435572,0.021622260713550424,1.0007361152025154,3883.706768462318,5.405456066131592,0.023363966419360012,0.019889952214973146,1.0006458043988555,3856.154016231516,5.349553406238556,0.02866773541393601,0.02331053949966464,1.0008063166818961,3979.7961892456115,5.650142967700958,0.3613338033463398,0.4362697742627688
15,0.02286703250430318,0.021396135168761158,1.000660361882713,3727.4427544390833,8.969336152076721,0.019027739204472725,0.021158883937359645,1.0004389672543115,3615.4416046981446,7.806558609008789,0.02510435074199903,0.02285504638235865,1.0011465195262057,3791.6753499788188,9.709039211273193,0.21020152161103436,0.0587220941003016
20,0.022593018082900714,0.021992888335398676,1.0008659006377614,3772.8071387306672,7.7334372997283936,0.021637134448498838,0.021679179581527316,1.000805682351562,3708.216080304256,7.670574307441711,0.026200292408429998,0.022267906312966084,1.0011465943672544,3859.4311305869296,8.03407597541809,0.7755142468582368,-0.01485433782428862
