correlation,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0.0,-1.3629911873086493,0.2445681573430569,-0.6095481895110577
0.99,-1.6300165605369759,0.17843147401385617,-0.7289655667622158
