correlation,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
0.0,-1.608209448133563,0.18307048649801436,-0.7192131296168137
0.99,0.7388237452583634,0.501019662796212,0.3304120235577377
