run_id,nu,sampler,wasserstein_distance,swd_zscore,r_hat,ess,runtime
3,1,DEMetro,6.5681013473797405,0.7533152531266613,1.0503849373824299,63.48637135470901,3.2910985946655273
3,2,DEMetro,0.41342114748905134,4.340654284433944,1.0199721035054055,128.82324249924912,3.9485809803009033
3,5,DEMetro,0.5029994236736095,10.102429750556373,1.0250547844539906,126.45409945965486,3.2317652702331543
3,10,DEMetro,0.26090004071462464,3.3294048901037887,1.034808399323214,155.66672820788608,3.238173723220825
