mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
5,-83.53239756306179,1.2311660729697518e-07,-37.35682385490879
8,-63.22731296838637,3.748076558651139e-07,-28.276113966393186
10,-33.23102342505099,4.890565584135251e-06,-14.86136546806038
12,-30.92173899672954,6.51738832387714e-06,-13.82862207583868
15,-25.49753247385681,1.4051356783251294e-05,-11.40284317401044
18,-63.453234863837444,3.6950254067229965e-07,-28.377149309560025
