mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
5,-26.965773853422835,1.1244197555857318e-05,-12.059460680427982
8,-14.360378702213536,0.00013663964494568367,-6.422156592157935
10,-17.876698731326957,5.754347238328496e-05,-7.994702715306265
12,-22.211577818837647,2.4321350849916875e-05,-9.933319578089497
15,-19.372069766362184,4.1857298333487264e-05,-8.663452972490862
18,-17.48983422778035,6.274834247901846e-05,-7.82169164970388
