nu,global_avg_wasserstein_distance,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
1,6.026951042509199,1.096126675331562,105.29596142774692,3.713234066963196,0.6742258198155933,0.04291801198670151,66.05582070461465,0.11026105794738816
2,0.5074920433398078,1.060870088117793,193.38283664815302,3.711826515197754,0.37955076438164814,0.02094629955436453,99.51814221306208,0.11366990320147846
5,0.34982626002565487,1.0637507656798246,166.9605675950857,3.7317216634750365,0.26333591100367226,0.03054503483592377,82.50179962685336,0.09983536790217389
10,0.37764656194884894,1.0807383183859436,122.67998536563282,3.7270306825637816,0.21728337651233684,0.029215542293997632,60.05671675806884,0.09587637126394903
