mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
5,-0.37481567993123255,0.710524710905531,-0.06843166760165749
8,-3.2373074482540654,0.0030162226594443926,-0.5910487716627466
10,-3.7700649575557406,0.0007441061031055149,-0.688316540171012
12,-2.6941570307722795,0.011611045228093112,-0.49188352640503913
15,-4.883330617825276,3.508129883686961e-05,-0.8915701117128477
18,-6.19896205876546,9.241309136934306e-07,-1.1317704509015025
