mode_means,global_avg_ws,global_avg_ws_std,global_avg_rhat,global_avg_rhat_std,global_avg_ess,global_avg_ess_std
"(0, 4)",0.259843477296942,0.09263893889387534,1.0332006619698446,0.03340401617678706,111.2767868855593,40.70706058628037
"(0, 5)",0.808276992336206,0.3730189664292713,1.132821902041178,0.06446172262583263,25.54388420517889,10.895343507236234
"(0, 6)",1.0453924812140194,0.8909903162035051,1.2848020635803499,0.14825899628780062,18.79815878948955,19.186459318909062
"(0, 7)",1.757382108125568,1.0788206979023887,1.4264055748877333,0.2300561003925637,13.796174734284147,13.017089522540278
"(0, 8)",2.497448933671082,1.0402428885659538,1.399441223561725,0.2661906668881876,204.6081132917773,394.44579736464846
