a,sampler,wasserstein_distance,r_hat,ess,runtime
1,HMC,0.06669730783158621,1.001857624528914,10392.558110748314,12.562330722808838
2,HMC,0.07475514531516732,1.001720515678038,8631.317164515742,12.404993772506714
3,HMC,0.7446787823259596,1.0073326541215875,3784.171362609896,13.45686149597168
5,HMC,0.17208088621687456,1.0079993092610402,2227.3175737737347,13.602157831192017
