a,sampler,wasserstein_distance,r_hat,ess,runtime
1,DEMetro,0.15945779760158169,1.0037744108218811,5012.440475087374,9.080637216567993
2,DEMetro,0.09908391057889296,1.0062449785753804,4270.3716986768795,9.783467292785645
3,DEMetro,0.1801215951803916,1.0045751154084608,4609.5170832940885,9.393815279006958
5,DEMetro,0.4200297592956452,1.003196216504496,4002.546212867478,9.284420251846313
