mu,global_median_wasserstein_distance,global_median_r_hat,global_median_ess,global_median_runtime,global_median_mmd_rff,global_q25_wasserstein_distance,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q25_mmd_rff,global_q75_wasserstein_distance,global_q75_r_hat,global_q75_ess,global_q75_runtime,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_dist_glass_delta,mmd_rff_glass_delta
"(0.0, 0.0, -5.163978, 0.0, 0.0)",0.8306601574128181,1.7952345321040788,5.878193665437432,8.671960592269897,0.20259463901712366,0.7138833646744329,1.7103541356167906,5.464382087077707,8.211085438728333,0.17187549710999245,0.9246318775837445,1.9720229369143332,6.232606710645788,8.828614234924316,0.23169007744715198,0.8192349464965506,0.06439517912971601,0.013504281940142457,0.2029844901575005,0.01304194663885106,0.004079121544475615,55.89632760280416,46.564570691915286
