mu,global_median_wasserstein_distance,global_median_r_hat,global_median_ess,global_median_runtime,global_median_mmd_rff,global_q25_wasserstein_distance,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q25_mmd_rff,global_q75_wasserstein_distance,global_q75_r_hat,global_q75_ess,global_q75_runtime,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_dist_glass_delta,mmd_rff_glass_delta
"(0.0, 0.0, -5.163978, 0.0, 0.0)",1.230095583394786,2.224433307256152,5.114025888903768,4.177316427230835,0.2623953325574154,1.0787114595976481,2.077662571369146,4.951425965013571,4.0445181131362915,0.21984993776261924,1.5011140443598305,2.3692687354364708,5.323054930844268,4.675054907798767,0.2915182314877429,1.2974553750155626,0.06439517912971601,0.013504281940142457,0.2618018075124856,0.01304194663885106,0.004079121544475615,91.30883088426093,60.983684394139196
