mu,sampler,wasserstein_distance,r_hat,ess,runtime
5,DEMetro,0.054329330588694005,1.009980357585358,2227.083709827107,7.240946292877197
6,DEMetro,0.14316260429519756,1.0149425361528197,1414.595330293704,7.12541937828064
7,DEMetro,0.023521967612071423,1.0251372359022457,1216.6351287916277,6.815726041793823
8,DEMetro,0.101044554136096,1.0327139426403709,747.0280211310502,6.907678842544556
9,DEMetro,0.43076753850766786,1.0374162812172802,507.69087411991944,7.134808778762817
10,DEMetro,0.09859692753117166,1.077276122992069,239.72281199053015,6.614830017089844
11,DEMetro,0.17574595990236547,1.1752648118176436,87.72031136309201,6.964898109436035
12,DEMetro,0.5621307599331253,1.2369729608920428,66.29462545390516,7.0262131690979
13,DEMetro,0.24821416033163182,1.3776529970857323,44.80935513100842,6.8805012702941895
14,DEMetro,0.09251975050473812,1.521045467323464,36.65337372158687,6.955724000930786
15,DEMetro,1.4090050319615943,1.5366061894672454,35.556952510066886,7.169876575469971
16,DEMetro,2.5219405766859513,1.63480218586486,32.851410787968355,7.978850603103638
17,DEMetro,5.0580513936524065,1.6513792681888608,32.293880674295956,6.829445123672485
18,DEMetro,3.576568627220317,1.6864783154869998,31.50497445319816,6.815385580062866
19,DEMetro,3.7619134811929733,1.6889522681583697,31.814375500140436,6.840336561203003
20,DEMetro,4.0899959822098575,1.6864802942169832,31.8486167761261,7.093171834945679
