mu,global_median_wasserstein_distance,global_median_r_hat,global_median_ess,global_median_runtime,global_median_mmd_rff,global_q25_wasserstein_distance,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q25_mmd_rff,global_q75_wasserstein_distance,global_q75_r_hat,global_q75_ess,global_q75_runtime,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_dist_glass_delta,mmd_rff_glass_delta
"(-20, 0, 0, 0, 0)",0.1125071848873466,1.0008255034629532,3759.591034895262,6.298559188842773,0.013964883180964763,0.0951125057396954,1.0005587654829227,3655.463946699666,6.152766227722168,0.008143761419890375,0.17821532340840163,1.0009908592453014,3807.0401451731623,6.598892092704773,0.018728605352286015,0.13931129272213402,0.10227284055442108,0.03011415386369587,0.0142247570729336,0.008971031276095925,0.0032112027286749925,1.2299350111365626,1.6360617004724174
