dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,3.3528107733583425,0.0022390358945555615,0.6121366972049017
3,5.693784229991922,3.7010814291839555e-06,1.039538020111253
5,7.12526532822021,7.683758732438577e-08,1.3008895161585534
8,14.284727618128574,1.1763844882810071e-14,2.608022514755354
15,22.838867189228214,4.3697716182594154e-20,4.169787582468301
30,43.986924717319965,4.214252321018927e-28,8.030876967652565
