dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,5.698993045775655,3.648212081039991e-06,1.0404890154121327
3,8.648829823669473,1.594536828015565e-09,1.5790530634823996
5,12.940484354846884,1.418092302635121e-13,2.3625983953974417
8,28.31923268397796,1.108975377502235e-22,5.1703608507507655
15,49.96940949573238,1.0938936645079546e-29,9.123124255341823
30,74.45337606712172,1.1358543804226066e-34,13.593264518125945
