nu,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2.1,2.0995311102023644,0.04458634776592535,0.3833201830805666
2.5,2.51204827604472,0.017821676037456324,0.45863516877721916
3.0,6.05201804024912,1.3810886222892804e-06,1.1049422663575503
4.0,5.796873651800339,2.7847103368809905e-06,1.058359487366131
10.0,42.14332161224736,1.4319574744009902e-27,7.694282631740955
50.0,154.8361976018837,7.212722421096242e-44,28.26909271495967
