correlation,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
0.0,10.526182222656788,2.2896475125477263e-09,2.35372589934104
0.3,8.755296476550011,4.279226748565384e-08,1.9577438084730219
0.5,8.731933755930266,4.458917673268884e-08,1.952519745328513
0.9,683.8747754103022,3.4697321645301275e-43,152.91904859148372
0.99,444.638400836748,1.2373732176419282e-39,99.4241689677768
