correlation,global_median_wasserstein_distance,global_median_runtime,global_median_ess,global_median_ess_per_sec,global_median_r_hat,global_median_mmd_rff,global_q25_wasserstein_distance,global_q25_runtime,global_q25_ess,global_q25_ess_per_sec,global_q25_r_hat,global_q25_mmd_rff,global_q75_wasserstein_distance,global_q75_runtime,global_q75_ess,global_q75_ess_per_sec,global_q75_r_hat,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_glass_delta,ws_t_stat,ws_p_value,mmd_rff_glass_delta,mmd_rff_t_stat,mmd_rff_p_value
0.99,0.1999757212715684,2.5809690952301025,,,,0.030607825763857528,0.16612308940434933,2.576687812805176,,,,0.02617435470768337,0.21523717584241792,3.1113492250442505,,,,0.04336041224475596,0.18758160307398872,0.09710019809509778,0.02994682648852313,0.03615390271367371,0.0182996977209884,0.005866613712625888,3.0214021179695676,2.6781774770789575,0.0687500370330597,3.0433578666105485,1.646296124460926,0.21917156439135493
