correlation,global_median_wasserstein_distance,global_median_runtime,global_median_ess,global_median_ess_per_sec,global_median_r_hat,global_median_mmd_rff,global_q25_wasserstein_distance,global_q25_runtime,global_q25_ess,global_q25_ess_per_sec,global_q25_r_hat,global_q25_mmd_rff,global_q75_wasserstein_distance,global_q75_runtime,global_q75_ess,global_q75_ess_per_sec,global_q75_r_hat,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_glass_delta,ws_t_stat,ws_p_value,mmd_rff_glass_delta,mmd_rff_t_stat,mmd_rff_p_value
0.99,0.2339121056974069,6.961243391036987,,,,0.04768435136135007,0.21587573965164586,6.770414590835571,,,,0.041427667997390116,0.27166094276348063,26.366408705711365,,,,0.0480728842048435,0.24705375304428204,0.09710019809509778,0.02994682648852313,0.04377225101437238,0.0182996977209884,0.005866613712625888,5.007327070421058,4.037429145379256,0.026859589927488436,4.3419516847620265,4.649224455989818,0.01099390217084594
