correlation,global_median_wasserstein_distance,global_median_runtime,global_median_ess,global_median_ess_per_sec,global_median_r_hat,global_median_mmd_rff,global_q25_wasserstein_distance,global_q25_runtime,global_q25_ess,global_q25_ess_per_sec,global_q25_r_hat,global_q25_mmd_rff,global_q75_wasserstein_distance,global_q75_runtime,global_q75_ess,global_q75_ess_per_sec,global_q75_r_hat,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_glass_delta,ws_t_stat,ws_p_value,mmd_rff_glass_delta,mmd_rff_t_stat,mmd_rff_p_value
0.99,1.0139943675674272,1.5003678798675537,,,,0.2162230836688292,0.7019845718265695,1.2042112350463867,,,,0.1556741647066595,1.4199070243354326,3.2103418111801147,,,,0.2255712382450039,1.076596274918859,0.09710019809509778,0.02994682648852313,0.18208924074483254,0.0182996977209884,0.005866613712625888,32.70784225497633,2.3543748797144053,0.14232890735015954,27.918924109719878,3.7270300549209123,0.06386549299651785
