means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",Metro,4.614621860564968,1.6647920224640436,6.642108746590995,12
"(5, -5)",Metro,2.398576275230523,1.696411661048666,6.562926415527346,10
