means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",DEMetro,2.069628503225136,1.3854094052320791,19.365931928150395,12
"(5, -5)",DEMetro,1.2419433071539272,1.0411836903130276,122.59718285007074,10
