mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
0,-8.017441728841673,1.3351624895939712e-06,-2.07009455299948
4,-10.384764751526927,5.84052204976218e-08,-2.681334729129706
6,-11.30823086104105,1.996596916149888e-08,-2.9197726533253827
8,-20.120819788264416,9.910164251249972e-12,-5.195173330132581
10,-9.147672134030802,2.7831508643170356e-07,-2.361918788777797
12,-11.706472015475507,1.2845068512115414e-08,-3.0225980772519874
