mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0,16.78748810371805,1.1376843576705099e-10,4.334510790023676
4,9.737342063722462,1.2976399448913694e-07,2.51417090994147
6,14.43901444871446,8.418274910020883e-10,3.7281374997012913
8,10.948710312102946,3.006134179004197e-08,2.8269448467482747
10,6.018875250689246,3.1509236282908284e-05,1.5540669072546294
12,10.622355569653108,4.399954224899896e-08,2.7426804145840054
