mm,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
0,-20.91463986510231,5.86029533837815e-12,-5.400136792631132
4,-12.717213432525405,4.424359492786287e-09,-3.2835703889557433
6,-16.719319133886074,1.2013216585320628e-10,-4.316909637697852
8,-7.788296253074168,1.868626087429569e-06,-2.010929445565725
10,-20.523364307808848,7.574327774883238e-12,-5.299109878152758
12,-18.868637301482966,2.3643718078699582e-11,-4.871861202284772
