mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0,-14.581489808098539,7.396282971561601e-10,-3.7649244793105883
4,-20.97768307142698,5.625360078007198e-12,-5.416414478510263
6,-16.396179117195686,1.559246794502258e-10,-4.233475244155515
8,-4.799742000698556,0.0002827017069731635,-1.239288055653185
10,-19.067280625919206,2.0524719978853016e-11,-4.923150688109894
12,-17.369146103776878,7.208131334716598e-11,-4.484694239851419
