mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0,-18.815102845981126,2.4568369003106206e-11,-4.858038665310978
4,-12.103522161162132,8.376189173520757e-09,-3.1251159840422225
6,-17.83307452692708,5.058878514022697e-11,-4.604480043630953
8,-13.757869874288343,1.5881202032130635e-09,-3.552266726827165
10,-7.452198297461047,3.095879198764968e-06,-1.9241493265801266
12,-12.072532200530887,8.656762420151656e-09,-3.117114410613927
