dimension,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2,2.0083800647563517,0.053996534022372256,0.36667835517024666
3,3.3440366038798652,0.0022905653464762006,0.61053476035599
5,2.8635238662522786,0.007706836865790336,0.5228055385002598
8,2.85097740363653,0.007947210078905594,0.5205148783030794
15,3.3985466591008424,0.001988019536173581,0.6204868893077837
30,3.4230371016715266,0.00186500251680486,0.6249582119208666
