dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2,-0.1655501764754996,0.8696596732061106,-0.030225188684864075
3,-3.530003233125837,0.0014087076552725447,-0.6444874662830629
5,-19.695688640467587,2.4866562459283836e-18,-3.5959243179941183
8,-28.459826918563177,9.652639765408229e-23,-5.196029728663265
15,-46.017345232161645,1.159180420848053e-28,-8.40157934005258
30,-62.283216380683285,1.948137980929943e-32,-11.371307521891834
