dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,6.870074700456261,1.5113342957048294e-07,1.2542982950618138
3,5.8836496624316394,2.1927568979839853e-06,1.074202546857155
5,6.885100995580376,1.4520312145484681e-07,1.2570417086602164
8,5.632499797444343,4.384206364521088e-06,1.0283490647345153
15,5.757742098117546,3.1020407032783173e-06,1.0512150758120344
30,6.883869933171856,1.4567996496675308e-07,1.2568169484432685
