dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2,-1.9728886985986522,0.05810823696303284,-0.36019854788983086
5,-42.577694560529665,1.0684888623984246e-27,-7.773587919122369
10,-55.435117764275304,5.55602491813273e-31,-10.121021492482978
15,-55.812728252677246,4.5712238345669125e-31,-10.189963419965741
30,-86.90089762492589,1.308300555443816e-36,-15.86586063220634
