dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,4.227753689443002,0.00021486747141990305,0.7718786877612076
5,4.131977974098014,0.00027925981180930307,0.7543925145093264
10,5.285536463452828,1.1471395398055244e-05,0.9650025165163979
15,6.057290735986367,1.3612822299118604e-06,1.1059049244889343
30,6.915437714251165,1.3393995231206333e-07,1.2625804103724427
