dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,-2.7447247457223978,0.01028499510869191,-0.5011158857915962
5,-8.059555683488506,6.893319706841845e-09,-1.4714668171052072
10,-20.106061384309704,1.4224932106024756e-18,-3.6708477875899908
15,-27.753792677951534,1.9506910609372466e-22,-5.0671261020119225
30,-43.594992880013294,5.442745242804727e-28,-7.959320331553463
