dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2,6.175195856393592,9.860636895597576e-07,1.1274313558530675
5,42.301215325155184,1.2869489928142204e-27,7.723109947823574
10,61.1383323025081,3.323351987375331e-32,11.162281243443482
15,59.09673462757477,8.83146107809092e-32,10.789538210139787
30,122.19141953650943,6.85114371234171e-41,22.308998937907887
