dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,4.3415625495400505,0.00015717836972662614,0.792657247734242
3,6.238254032542961,8.302369703647018e-07,1.138944151023782
5,10.709186742062727,1.3636516662856044e-11,1.9552210503876715
8,11.38219685518236,3.235648689976261e-12,2.078095323849247
15,18.242469071637732,1.954877180064703e-17,3.3306039383754373
30,32.414873403584394,2.478905600392187e-24,5.918119120605811
