mu,global_avg_wasserstein_distance,global_avg_mmd_rff,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_mmd_rff_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std,ws_dist_glass_delta,mmd_rff_glass_delta
"(10, 10, 20, 30, 30)",0.049083727659647206,0.029876573612058022,7.563301716095618,1.0231446708024343,276.4825595597597,2.1578468441963197,0.01248200685633932,0.0041127678077213705,3.491139586283136,0.008949902368561377,58.993968430387,0.12878021109423368,7.563301716095619,7.0719957260614015
