mu,sampler,wasserstein_distance,swd_zscore,r_hat,ess,runtime
"(10, -10)",Metro,5.050209146494662,155.83753246950883,1.427459225290541,20.306570744063865,7.301296710968018
"(20, 20)",Metro,10.29202482223808,172.51059833422568,1.0081889452771589,1204.4558722487627,7.570398569107056
"(5, 5)",Metro,2.8707579645202648,64.79120440727075,1.1324045285967783,51.25030012924705,17.191476106643677
"(50, -50)",Metro,21.005154228376874,110.44711619495104,1.4264855486999939,20.56412881181517,8.923998832702637
